reactions,GIMME,iMAT,MBA,CORDA,RegrEx
INSt2pp_copy2,1,1,1,1,1
INStex,1,1,1,1,1
IPDDI,0,0,0,0,1
IPDPS,1,0,0,0,0
IPMD,1,1,1,1,0
IPPMIa,1,1,1,1,1
IPPMIb,1,1,1,1,1
IPPS,1,1,1,1,0
ISETACabcpp,0,0,0,0,0
ISETACtex,1,0,0,0,0
K2L4Aabcpp,1,1,1,1,0
K2L4Aabctex,1,1,1,1,0
KARA1,1,1,1,1,1
KARA2,1,1,1,1,1
KAS14,1,1,1,0,0
KAS15,1,1,1,1,0
KDOCT2,1,1,1,1,0
KDOPP,1,1,1,1,0
KDOPS,1,1,1,1,0
KG6PDC,0,0,0,0,0
Kabcpp,0,0,0,0,0
Kt2pp,1,0,1,0,0
Kt3pp,0,0,1,0,0
Ktex,1,0,0,0,1
L_LACD2,0,0,0,0,0
L_LACD3,0,0,0,1,0
L_LACt2rpp,0,1,1,1,1
L_LACtex,1,1,1,1,1
LA4NTpp,0,0,1,1,0
LACZ,0,0,0,0,0
LACZpp,1,0,0,0,0
LADGMDH,0,0,1,1,0
LALADGLUtex,1,0,0,0,0
LALADGLUtpp,0,0,0,0,0
LALALGLUtex,1,0,0,0,0
LALALGLUtpp,0,0,0,0,0
LALDO2x,0,0,0,0,0
LALDO3,1,1,1,1,0
LALGP,1,0,1,1,0
LCADi,1,1,1,1,0
LCARR,1,0,0,0,0
LCARS,0,0,1,1,1
LCTSt3ipp,0,0,0,0,0
LCTStex,1,0,0,0,0
LCTStpp,0,0,0,0,1
LDH_D,1,1,1,1,1
LDH_D2,1,1,1,1,0
LEUTAi,1,1,1,1,0
LEUTRS,1,0,0,0,0
LEUabcpp,1,1,1,0,0
LEUt2rpp,0,1,1,1,1
LEUtex,1,1,1,1,1
LGTHL,1,0,1,0,0
LIPACabcpp,1,1,1,1,0
LIPAHT2ex,0,0,0,0,0
LIPAHTex,0,0,0,0,0
LIPAMPL,0,0,0,0,0
LIPATPT,0,0,0,0,0
LIPAabcpp,1,1,1,1,0
LIPAabctex,1,1,1,1,0
LIPOCT,1,0,0,0,0
LIPOS,1,0,0,0,0
LIPOt2pp,1,0,0,0,0
LIPOtex,1,0,0,0,0
LPADSS,1,1,1,1,0
LPLIPAL1A120pp,0,0,0,1,0
LPLIPAL1A140pp,0,0,0,1,0
LPLIPAL1A141pp,0,0,0,1,0
LPLIPAL1A160pp,0,0,1,1,0
LPLIPAL1A161pp,0,0,0,1,0
LPLIPAL1A180pp,0,0,1,1,0
LPLIPAL1A181pp,0,0,1,1,0
LPLIPAL1E120pp,0,0,1,0,0
LPLIPAL1E140pp,0,0,1,0,0
LPLIPAL1E141pp,0,0,1,1,0
LPLIPAL1E160pp,0,0,1,0,0
LPLIPAL1E161pp,0,0,0,0,0
LPLIPAL1E180pp,0,1,1,0,0
LPLIPAL1E181pp,0,0,0,0,0
LPLIPAL1G120pp,0,0,0,0,0
LPLIPAL1G140pp,0,0,1,0,0
LPLIPAL1G141pp,0,0,0,0,0
LPLIPAL1G160pp,0,0,0,0,0
LPLIPAL1G161pp,0,0,0,0,0
LPLIPAL1G180pp,0,0,0,0,0
LPLIPAL1G181pp,0,0,0,0,0
LPLIPAL2A120,0,0,1,1,0
LPLIPAL2A140,0,0,1,1,0
LPLIPAL2A141,0,0,1,1,0
LPLIPAL2A160,0,0,0,1,0
LPLIPAL2A161,0,0,1,1,0
LPLIPAL2A180,0,0,0,1,0
LPLIPAL2A181,0,0,0,1,0
LPLIPAL2ATE120,0,0,0,0,0
LPLIPAL2ATE140,0,0,0,0,0
LPLIPAL2ATE141,0,0,0,0,0
LPLIPAL2ATE160,0,0,0,0,0
LPLIPAL2ATE161,0,0,0,0,0
LPLIPAL2ATE180,0,0,0,0,0
LPLIPAL2ATE181,0,0,0,0,0
LPLIPAL2ATG120,0,0,0,0,0
LPLIPAL2ATG140,0,0,0,0,0
LPLIPAL2ATG141,0,0,0,0,0
LPLIPAL2ATG160,0,0,0,0,0
LPLIPAL2ATG161,0,0,0,0,0
LPLIPAL2ATG180,0,0,0,0,0
LPLIPAL2ATG181,0,0,0,0,0
LPLIPAL2E120,0,0,0,0,0
LPLIPAL2E140,0,0,0,0,0
LPLIPAL2E141,0,0,0,1,0
LPLIPAL2E160,0,0,0,0,0
LPLIPAL2E161,0,0,1,0,0
LPLIPAL2E180,0,0,0,0,0
LPLIPAL2E181,0,0,0,0,0
LPLIPAL2G120,0,0,1,0,0
LPLIPAL2G140,0,0,0,0,0
LPLIPAL2G141,0,0,0,0,0
LPLIPAL2G160,0,0,1,0,0
LPLIPAL2G161,0,0,1,0,0
LPLIPAL2G180,0,0,1,0,0
LPLIPAL2G181,0,0,0,0,0
LSERDHr,1,1,1,0,1
LYSDC,1,1,1,1,0
LYSTRS,1,0,0,0,0
LYSabcpp,0,0,0,0,0
LYSt2pp,1,1,1,0,1
LYSt3pp,0,1,1,1,1
LYStex,1,1,1,1,1
LYXI,0,0,0,0,0
LYXt2pp,0,0,0,0,0
LYXtex,1,0,0,0,0
M1PD,1,0,0,0,0
MACPD,1,1,1,0,0
MALCOAMT,1,0,0,0,0
MALDDH,0,0,0,0,0
MALDt2_2pp,1,0,0,0,0
MALDtex,1,0,0,0,0
MALS,1,1,1,1,1
MALTATr,0,0,0,0,0
MALTHXabcpp,1,0,0,0,0
MALTHXtexi,1,0,0,0,0
MALTPTabcpp,1,0,0,0,0
MALTPTtexi,1,0,0,0,0
MALTTRabcpp,1,0,0,0,0
MALTTRtexi,1,0,0,0,0
MALTTTRabcpp,1,0,0,0,0
MALTTTRtexi,1,0,0,0,0
MALTabcpp,1,0,0,0,0
MALTptspp,0,0,0,0,0
MALTtexi,1,0,0,0,0
MALt2_2pp,1,1,1,0,0
MALt2_3pp,1,1,1,0,0
MALt3pp,1,1,1,0,0
MALtex,1,1,1,0,1
MAN1PT2,0,0,0,0,0
MAN6PI,1,0,0,0,0
MAN6Pt6_2pp,0,0,0,0,0
MAN6Ptex,1,0,0,0,0
MANAO,0,0,0,0,0
MANGLYCptspp,0,0,0,0,0
MANGLYCtex,1,0,0,0,0
MANPGH,0,0,0,0,0
MANptspp,1,0,0,0,0
MANtex,1,0,0,0,0
MCITD,0,0,1,0,0
MCITL2,1,0,1,0,0
MCITS,1,0,1,0,0
MCOATA,1,1,1,1,1
MCPST,0,0,0,0,0
MCTP1App,1,1,1,0,0
MCTP1Bpp,1,1,1,1,0
MCTP2App,1,1,1,0,0
MDDCP1pp,1,1,1,0,0
MDDCP2pp,1,1,1,0,0
MDDCP3pp,1,1,1,1,0
MDDCP4pp,1,1,1,1,0
MDDCP5pp,1,1,1,1,0
MDDEP1pp,1,1,1,0,0
MDDEP2pp,1,1,1,0,0
MDDEP3pp,1,1,1,0,0
MDDEP4pp,1,1,1,0,0
MDH,1,1,1,1,1
MDH2,1,1,1,1,1
MDH3,1,1,1,1,0
ME1,1,1,1,0,0
ME2,1,1,1,0,1
MECDPDH5,1,0,0,0,0
MECDPS,1,0,0,0,0
MELIBt2pp,0,0,0,0,0
MELIBt3ipp,0,0,0,0,0
MELIBtex,1,0,0,0,0
MEOHtex,1,0,0,0,0
MEOHtrpp,1,0,0,0,0
MEPCT,1,0,0,0,0
METAT,1,1,1,1,0
METDabcpp,0,0,0,0,0
METDtex,1,0,0,0,0
METOX1s,1,1,1,0,0
METOX2s,1,1,1,0,0
METS,1,1,1,1,0
METSOX1abcpp,1,0,0,0,0
METSOX1tex,1,0,0,0,0
METSOX2abcpp,1,0,0,0,0
METSOX2tex,1,0,0,0,0
METSOXR1,1,1,1,0,0
METSOXR2,1,1,1,0,0
METTRS,1,0,0,0,0
METabcpp,0,0,0,0,0
METtex,1,0,0,0,0
MG2t3_2pp,1,1,1,0,0
MG2tex,1,0,0,0,1
MG2tpp,1,1,1,0,0
MG2uabcpp,1,1,1,0,0
MGSA,0,0,1,1,0
MI1PP,1,0,0,0,0
MICITDr,1,0,1,0,1
MINCYCtex,1,1,1,0,1
MINCYCtpp,1,1,1,0,0
MINOHPtexi,1,0,0,0,0
MLDCP1App,1,1,1,0,0
MLDCP1Bpp,1,0,0,1,0
MLDCP2App,1,0,0,1,0
MLDCP2Bpp,1,1,1,1,0
MLDCP3App,1,0,0,1,0
MLDEP1pp,1,0,0,1,0
MLDEP2pp,1,1,1,0,0
MLTG1,0,0,0,0,0
MLTG2,0,0,0,0,0
MLTG3,0,0,1,0,0
MLTG4,0,0,1,0,0
MLTG5,0,0,1,0,0
MLTGY1pp,1,1,1,1,0
MLTGY2pp,1,1,1,1,0
MLTGY3pp,1,1,1,1,0
MLTGY4pp,1,1,1,0,0
MLTP1,1,0,1,0,1
MLTP2,1,0,1,0,1
MLTP3,1,0,1,0,1
MMCD,0,0,1,0,0
MMETt2pp,1,0,0,0,0
MMETtex,1,0,0,0,0
MMM,0,0,1,0,0
MN2t3pp,1,0,1,0,0
MN2tpp,1,0,0,0,0
MN6PP,0,0,0,0,0
MNLptspp,1,0,0,0,0
MNLtex,1,0,0,0,0
MNNH,0,0,0,0,0
MNt2pp,0,0,1,0,0
MNtex,1,0,0,0,1
MOADSUx,1,0,0,0,0
MOAT,1,1,1,1,0
MOAT2,1,1,1,1,0
MOAT3C,1,1,1,1,0
MOBDabcpp,1,0,0,0,0
MOBDtex,1,0,0,0,1
MOCDS,1,0,0,0,0
MOCOS,1,0,0,0,0
MOGDS,1,0,0,0,0
MOHMT,1,0,0,0,0
MOX,1,1,0,1,1
MPTAT,1,0,0,0,0
MPTG,1,1,1,1,0
MPTG2,1,1,1,0,0
MPTS,1,0,0,0,0
MPTSS,1,0,0,0,0
MSAR,1,0,1,1,0
MSO3abcpp,0,0,0,0,0
MSO3tex,1,0,0,0,0
MTAN,1,1,1,1,0
MTHFC,1,1,1,1,1
MTHFD,1,1,1,1,1
MTHFR2,1,1,1,1,0
MTHTHFSs,1,1,1,1,0
MTRPOX,1,0,0,0,0
N2Otex,1,0,0,0,0
N2Otpp,1,0,0,0,0
NACODA,1,1,1,1,0
NACtex,1,0,0,0,0
NACtpp,1,0,0,0,0
NADDP,1,1,1,0,0
NADH10,1,1,1,1,0
NADH16pp,1,1,0,1,1
NADH17pp,1,0,0,1,1
NADH18pp,1,0,0,0,1
NADH5,1,1,1,1,0
NADH9,1,0,1,0,0
NADK,1,0,0,0,0
NADN,1,1,1,0,0
NADPHQR2,0,0,0,1,0
NADPHQR3,0,0,0,1,0
NADPHQR4,0,0,0,0,0
NADPPPS,1,0,0,0,0
NADS1,1,1,1,0,0
NADTRHD,1,1,1,1,1
NAMNPP,1,1,1,0,0
NAt3_1p5pp,1,1,1,1,0
NAt3_2pp,0,0,0,0,0
NAt3pp,0,0,0,0,1
NAtex,1,0,0,0,0
NDPK1,1,1,1,1,1
NDPK2,1,1,1,1,1
NDPK3,1,1,1,1,1
NDPK4,1,1,1,1,1
NDPK5,1,1,1,0,1
NDPK6,1,1,1,1,1
NDPK7,1,1,1,1,1
NDPK8,1,1,1,0,1
NH4tex,1,1,1,1,1
NH4tpp,1,1,1,1,1
NHFRBO,0,0,0,0,0
NI2abcpp,0,0,0,0,0
NI2t3pp,1,1,1,0,0
NI2tex,1,0,0,0,1
NI2tpp,1,1,1,0,0
NI2uabcpp,1,1,1,0,0
NMNAT,1,1,1,0,0
NMNDA,1,0,0,0,0
NMNN,1,0,0,0,0
NMNPtpp,1,0,0,0,0
NMNt7pp,1,0,0,0,0
NMNtex,1,0,0,0,0
NNAM,1,1,1,0,0
NNATr,1,1,1,0,1
NNDMBRT,0,0,0,0,0
NNDPR,1,0,0,0,0
NO2t2rpp,0,0,0,0,0
NO2tex,1,0,0,0,0
NO3R1bpp,0,0,0,0,0
NO3R1pp,0,0,0,0,0
NO3R2bpp,0,0,0,0,0
NO3R2pp,0,0,0,0,0
NO3t7pp,0,0,0,0,0
NO3tex,1,0,0,0,0
NODOx,0,0,0,0,0
NODOy,0,0,0,0,0
NOVBCNtex,1,1,1,0,0
NOVBCNtpp,1,1,1,0,0
NOtex,1,0,0,0,0
NOtpp,1,0,0,0,0
NTD1,0,1,1,1,0
NTD10,1,1,1,1,0
NTD10pp,1,0,0,0,0
NTD11,1,1,0,1,0
NTD11pp,1,0,0,0,0
NTD12,0,0,0,0,0
NTD12pp,1,0,0,0,0
NTD1pp,1,0,0,0,0
NTD2,0,0,0,1,0
NTD2pp,1,0,0,0,0
NTD3,0,0,0,1,0
NTD3pp,1,0,0,0,0
NTD4,1,1,1,1,0
NTD4pp,1,0,0,0,0
NTD5,0,1,1,1,0
NTD5pp,1,0,0,0,0
NTD6,0,1,1,1,0
NTD6pp,1,0,0,0,0
NTD7,1,0,0,1,0
NTD7pp,1,0,0,0,0
NTD8,0,1,0,0,0
NTD8pp,1,0,0,0,0
NTD9,1,0,0,1,0
NTD9pp,1,0,0,0,0
NTP1,1,1,1,0,0
NTP10,1,1,1,1,0
NTP11,0,0,0,0,0
NTP12,0,0,0,0,0
NTP3,1,1,1,0,0
NTP3pp,0,0,0,0,0
NTP5,1,1,1,0,0
NTPP1,0,0,1,0,0
NTPP10,0,0,0,0,0
NTPP11,0,0,0,0,0
NTPP2,0,0,0,0,0
NTPP3,0,0,1,1,0
NTPP4,0,0,0,0,0
NTPP5,1,1,1,0,0
NTPP6,0,0,0,0,0
NTPP7,0,0,0,0,0
NTPP8,0,0,0,0,0
NTPP9,0,0,0,0,0
NTPTP1,0,0,1,0,0
NTPTP2,0,0,0,0,0
NTRIR2x,0,0,0,0,0
NTRIR3pp,0,0,0,0,0
NTRIR4pp,0,0,0,0,0
O16A4COLIPAabctex,1,0,0,0,0
O16A4Lpp,1,0,0,0,0
O16AP1pp,1,0,0,0,0
O16AP2pp,1,0,0,0,0
O16AP3pp,1,0,0,0,0
O16AT,1,0,0,0,0
O16AUNDtpp,1,0,0,0,0
O16GALFT,1,0,0,0,0
O16GLCT1,1,0,0,0,0
O16GLCT2,1,0,0,0,0
O2Stex,1,0,0,0,0
O2tex,1,1,1,1,1
O2tpp,1,1,1,1,1
OAADC,1,1,1,0,0
OBTFL,0,0,0,0,0
OCBT,1,1,1,1,1
OCDCAtexi,1,0,0,0,0
OCDCEAtexi,1,0,0,0,0
OCTAtex,1,0,0,0,0
OCTDPS,1,0,0,0,0
OCTNLL,0,0,0,0,0
OGMEACPD,1,0,0,0,0
OGMEACPR,1,0,0,0,0
OGMEACPS,1,0,0,0,0
OHPBAT,1,0,0,0,1
OHPHM,1,0,0,0,0
OMBZLM,1,0,0,0,0
OMCDC,1,1,1,1,0
OMMBLHX,1,0,0,0,0
OMMBLHX3,1,0,0,0,0
OMPDC,1,1,1,1,0
OMPHHX,1,0,0,0,0
OMPHHX3,1,0,0,0,0
OP4ENH,0,0,0,0,0
OPHBDC,1,0,0,0,0
OPHHX,1,0,0,0,0
OPHHX3,1,0,0,0,0
OPMEACPD,1,0,0,0,0
OPMEACPR,1,0,0,0,0
OPMEACPS,1,0,0,0,0
ORNDC,1,1,1,1,0
ORNabcpp,0,0,0,1,0
ORNtex,1,1,1,0,1
OROTt2_2pp,1,0,0,0,0
OROTtex,1,0,0,0,0
ORPT,1,1,1,1,1
OXAMTC,1,0,0,1,0
OXCDC,0,0,0,0,0
OXCOAHDH,1,0,0,0,0
OXDHCOAT,1,0,0,0,0
P5CD,1,1,1,1,0
P5CR,1,1,1,0,0
PA120abcpp,1,0,1,1,0
PA140abcpp,1,0,1,1,0
PA141abcpp,1,0,1,1,0
PA160abcpp,1,1,1,1,0
PA161abcpp,1,0,1,1,0
PA180abcpp,1,0,1,1,0
PA181abcpp,1,0,1,1,0
PACALDt2rpp,1,0,0,0,0
PACALDtex,1,0,0,0,0
PACCOAE,1,0,0,0,0
PACCOAL,1,0,0,0,0
PANTS,1,0,0,0,0
PAPA120,0,0,0,0,0
PAPA120pp,0,0,0,1,0
PAPA140,0,0,0,0,0
PAPA140pp,0,0,0,1,0
PAPA141,0,0,0,1,0
PAPA141pp,0,0,0,1,0
PAPA160,0,0,0,1,0
PAPA160pp,0,1,0,0,0
PAPA161,0,0,0,1,0
PAPA161pp,0,0,0,1,0
PAPA180,0,0,0,1,0
PAPA180pp,0,0,0,1,0
PAPA181,0,0,0,1,0
PAPA181pp,0,0,0,1,0
PAPPT3,1,1,1,1,0
PAPSR,1,1,1,1,0
PAPSR2,1,1,1,0,0
PDE1,0,0,1,1,0
PDE4,0,0,0,0,0
PDH,1,1,1,1,1
PDX5PO2,1,0,0,0,0
PDX5POi,1,0,0,0,0
PDX5PS,1,0,0,0,0
PDXPP,1,1,1,0,0
PE120abcpp,1,0,1,0,0
PE140abcpp,1,0,1,0,0
PE141abcpp,1,0,1,1,0
PE160abcpp,1,0,1,0,0
PE161abcpp,1,1,1,1,0
PE180abcpp,1,1,1,0,0
PE181abcpp,1,1,1,1,0
PEAMNOpp,0,0,0,0,0
PEAMNtex,1,0,0,0,0
PERD,1,0,0,0,1
PETNT161pp,0,1,0,1,0
PETNT181pp,0,1,1,0,0
PFK,1,1,1,1,1
PFK_2,1,0,0,0,0
PFK_3,1,1,1,1,1
PFL,1,0,0,1,1
PG120abcpp,1,0,1,1,0
PG140abcpp,1,0,1,1,0
PG141abcpp,1,0,1,1,0
PG160abcpp,1,1,1,0,0
PG161abcpp,1,0,1,1,0
PG180abcpp,1,0,1,1,0
PG181abcpp,1,1,1,1,0
PGAMT,1,1,1,1,1
PGCD,1,1,1,1,1
PGI,1,1,1,1,1
PGK,1,1,1,1,1
PGL,1,1,1,1,1
PGLYCP,1,0,0,0,0
PGM,1,1,1,1,1
PGMT,1,1,1,1,1
PGP120abcpp,1,0,1,0,0
PGP140abcpp,1,0,1,0,0
PGP141abcpp,1,0,1,0,0
PGP160abcpp,1,0,1,0,0
PGP161abcpp,1,0,1,0,0
PGP180abcpp,1,0,1,0,0
PGP181abcpp,1,0,1,0,0
PGPP120,0,0,0,0,0
PGPP120pp,0,0,1,0,0
PGPP140,0,0,0,0,0
PGPP140pp,0,0,1,0,0
PGPP141,0,0,0,1,0
PGPP141pp,0,0,1,0,0
PGPP160,1,1,0,0,0
PGPP160pp,0,0,1,0,0
PGPP161,1,0,0,1,0
PGPP161pp,0,0,1,0,0
PGPP180,0,0,0,1,0
PGPP180pp,0,0,1,0,0
PGPP181,1,0,0,1,0
PGPP181pp,0,0,1,0,0
PGSA120,0,0,1,0,0
PGSA140,0,0,1,0,0
PGSA141,0,0,1,1,0
PGSA160,1,1,1,0,0
PGSA161,1,0,1,1,0
PGSA180,0,0,1,1,0
PGSA181,1,0,1,1,0
PHEMEabcpp,0,1,1,1,0
PHEMEtiex,1,1,1,1,0
PHETA1,1,1,1,1,1
PHETRS,1,0,0,0,0
PHEt2rpp,1,1,1,1,1
PHEtex,1,1,1,1,1
PHYTSpp,0,0,0,0,0
PIt2rpp,1,1,1,1,1
PItex,1,1,1,1,1
PIuabcpp,0,0,0,0,0
PLIPA1A120pp,0,0,1,1,0
PLIPA1A140pp,0,0,1,1,0
PLIPA1A141pp,0,0,1,1,0
PLIPA1A160pp,0,0,0,1,0
PLIPA1A161pp,0,0,1,1,0
PLIPA1A180pp,0,0,0,1,0
PLIPA1A181pp,0,0,0,1,0
PLIPA1E120pp,0,0,1,0,0
PLIPA1E140pp,0,0,1,0,0
PLIPA1E141pp,0,0,1,1,0
PLIPA1E160pp,0,0,1,0,0
PLIPA1E161pp,0,0,1,0,0
PLIPA1E180pp,0,0,1,0,0
PLIPA1E181pp,0,0,1,1,0
PLIPA1G120pp,0,0,1,1,0
PLIPA1G140pp,0,0,1,1,0
PLIPA1G141pp,0,0,1,1,0
PLIPA1G160pp,0,0,1,0,0
PLIPA1G161pp,0,0,1,1,0
PLIPA1G180pp,0,0,1,1,0
PLIPA1G181pp,0,1,1,1,0
PLIPA2A120pp,0,0,0,1,0
PLIPA2A140pp,0,0,0,1,0
PLIPA2A141pp,0,0,0,1,0
PLIPA2A160pp,0,0,1,1,0
PLIPA2A161pp,0,0,0,1,0
PLIPA2A180pp,0,0,1,1,0
PLIPA2A181pp,0,0,1,1,0
PLIPA2E120pp,0,0,1,0,0
PLIPA2E140pp,0,0,1,0,0
PLIPA2E141pp,0,0,1,1,0
PLIPA2E160pp,0,0,1,0,0
PLIPA2E161pp,0,0,0,0,0
PLIPA2E180pp,0,1,1,0,0
PLIPA2E181pp,0,0,0,0,0
PLIPA2G120pp,0,0,0,0,0
PLIPA2G140pp,0,0,1,0,0
PLIPA2G141pp,0,0,0,0,0
PLIPA2G160pp,0,0,0,0,0
PLIPA2G161pp,0,0,0,0,0
PLIPA2G180pp,0,0,0,0,0
PLIPA2G181pp,0,0,0,0,0
PMANM,0,0,0,0,1
PMDPHT,1,0,0,0,0
PMEACPE,1,0,0,0,0
PMPK,1,0,1,1,0
PNTK,1,0,0,0,0
PNTOt4pp,0,0,0,0,0
PNTOtex,1,0,0,0,0
POAACR,0,0,1,1,0
POR5,1,1,0,1,1
POX,1,1,1,1,0
PPA,1,1,1,0,0
PPA2,1,1,1,0,0
PPAKr,1,1,1,0,1
PPALtex,1,0,0,0,0
PPALtpp,1,0,0,0,0
PPAt4pp,1,0,0,0,0
PPAtex,1,0,0,0,0
PPBNGS,1,1,1,1,0
PPC,1,1,1,1,1
PPCDC,1,0,0,0,0
PPCK,1,1,1,0,1
PPCSCT,0,0,0,0,0
PPGPPDP,1,1,1,0,0
PPK2,1,1,1,0,1
PPK,1,1,1,1,1
PPM,1,1,1,1,1
PPM2,1,1,1,1,1
PPNCL2,1,0,0,0,0
PPND,1,1,1,1,0
PPNDH,1,1,1,1,0
PPPGO,0,0,1,1,0
PPPGO3,1,1,0,0,0
PPPNDO,0,0,0,0,0
PPPNt2rpp,0,0,0,0,0
PPPNtex,1,0,0,0,0
PPS,1,1,1,1,1
PPTHpp,0,0,0,0,0
PPTtex,1,0,0,0,0
PRAGSr,1,1,1,1,1
PRAIS,1,1,1,1,0
PRAIi,1,1,1,1,0
PRAMPC,1,1,1,0,0
PRASCSi,1,1,1,1,0
PRATPP,1,1,1,0,0
PRFGS,1,1,1,1,0
PRMICI,1,1,1,0,1
PROD2,1,1,1,0,0
PROGLYabcpp,1,0,0,0,0
PROGLYtex,1,0,0,0,0
PROTRS,1,0,0,0,0
PROabcpp,0,0,0,0,0
PROt2rpp,1,1,1,0,1
PROt4pp,1,1,1,0,1
PROtex,1,1,1,0,1
PRPPS,1,1,1,1,1
PSCLYSt2pp,0,0,0,0,0
PSCLYStex,1,0,0,0,0
PSCVT,1,1,1,1,1
PSD120,1,0,1,0,0
PSD140,1,0,1,0,0
PSD141,1,0,1,1,0
PSD160,1,0,1,0,0
PSD161,1,1,1,1,0
PSD180,1,1,1,0,0
PSD181,1,1,1,0,0
PSERT,1,1,1,1,1
PSERtex,1,0,0,0,0
PSP_L,1,1,1,1,1
PSP_Lpp,0,0,0,0,0
PSSA120,1,0,1,0,0
PSSA140,1,0,1,0,0
PSSA141,1,0,1,1,0
PSSA160,1,0,1,0,0
PSSA161,1,1,1,1,0
PSSA180,1,1,1,0,0
PSSA181,1,1,1,0,0
PTA2,1,1,1,0,1
PTAr,1,1,1,1,1
PTHRpp,0,0,0,0,0
PTPATi,1,0,0,0,0
PTRCORNt7pp,0,1,1,0,1
PTRCTA,1,1,1,1,0
PTRCabcpp,1,1,1,0,0
PTRCt2pp,0,0,0,0,0
PTRCtex,1,1,1,0,1
PUNP1,1,1,1,1,1
PUNP2,1,1,1,1,1
PUNP3,1,1,1,1,1
PUNP4,1,1,1,0,1
PUNP5,1,1,1,1,1
PUNP6,1,0,1,1,1
PUNP7,1,1,1,1,0
PYAM5PO,1,1,1,1,1
PYDAMK,1,1,1,0,0
PYDAMtex,1,0,0,0,0
PYDAMtpp,1,0,0,0,0
PYDXK,1,0,1,0,0
PYDXNK,1,1,1,0,0
PYDXNtex,1,0,0,0,0
PYDXNtpp,1,0,0,0,0
PYDXPP,0,0,1,0,0
PYDXtex,1,0,0,0,0
PYDXtpp,1,0,0,0,0
PYK,1,1,1,1,0
PYNP2r,1,1,1,1,1
PYROX,0,0,1,1,0
PYRt2rpp,1,1,1,1,0
PYRtex,1,1,1,1,1
QMO2,1,0,0,0,0
QMO3,1,0,0,0,0
QUIN2tex,1,0,1,1,1
QUIN2tpp,1,0,1,1,0
QUINDH,0,0,1,1,0
QULNS,1,0,0,0,0
R15BPK,0,0,0,1,1
R1PK,1,0,0,1,1
R5PP,0,0,0,0,0
R5PPpp,0,0,0,0,0
R5Ptex,1,0,0,0,0
RBFK,1,0,0,0,0
RBFSa,1,0,0,0,0
RBFSb,1,0,0,0,0
RBK,1,0,0,1,0
RBK_L1,0,0,0,0,0
RBP4E,0,0,0,0,0
REPHACCOAI,1,0,0,0,0
RFAMPtex,1,1,1,0,0
RFAMPtpp,1,1,1,0,0
RHAT1,1,1,1,1,0
RHCCE,1,1,1,1,0
RIBabcpp,0,0,0,0,0
RIBtex,1,0,0,0,0
RMI,0,0,0,0,0
RMK,0,0,0,0,0
RMNtex,1,0,0,0,0
RMNtpp,0,0,0,0,0
RMPA,0,0,0,0,0
RNDR1,1,1,1,1,0
RNDR1b,0,0,0,0,0
RNDR2,1,1,1,0,0
RNDR2b,0,0,0,0,0
RNDR3,1,1,1,1,0
RNDR3b,0,0,0,0,0
RNDR4,1,1,1,1,0
RNDR4b,0,0,0,0,0
RNTR1c2,0,0,0,0,0
RNTR2c2,0,1,0,0,0
RNTR3c2,0,0,0,1,0
RNTR4c2,0,0,0,1,0
RPE,1,1,1,1,1
RPI,1,1,1,1,1
RZ5PP,0,0,0,0,0
S2FE2SR,0,0,0,0,0
S2FE2SS,0,0,0,0,0
S2FE2SS2,0,0,0,0,0
S2FE2ST,1,0,0,0,0
S4FE4SR,1,0,0,0,0
S4FE4ST,1,0,0,0,0
S7PI,1,1,1,1,0
SADH,0,0,0,1,0
SADT2,1,1,1,1,0
SARCOX,1,0,0,0,0
SBTPD,0,0,0,0,0
SBTptspp,0,0,0,0,0
SBTtex,1,0,0,0,0
SCYSDS,0,0,0,0,0
SDPDS,1,1,1,1,0
SDPTA,1,1,1,1,1
SELCYSS,1,0,0,0,0
SELGTHR,1,0,0,0,0
SELGTHR2,1,0,0,0,0
SELGTHR3,1,0,0,0,0
SELNPS,1,0,0,0,0
SELR,0,0,0,0,0
SELtex,1,0,0,0,0
SELtpp,1,0,0,0,0
SEPHCHCS,1,0,0,0,0
SERASr,1,1,1,1,1
SERAT,1,1,1,1,1
SERD_D,0,1,1,0,1
SERD_L,0,0,0,1,1
SERTRS,1,0,0,0,0
SERTRS2,1,0,0,0,0
SERt2rpp,0,1,1,0,1
SERt4pp,1,1,1,0,1
SERtex,1,1,1,0,1
SFGTHi,1,0,0,0,0
SGDS,0,0,0,1,0
SGSAD,0,0,0,1,0
SHCHCS3,1,0,0,0,0
SHCHD2,1,0,0,0,0
SHCHF,1,0,0,0,0
SHK3Dr,1,1,1,1,1
SHKK,1,1,1,1,0
SHSL1,1,1,1,1,0
SKMt2pp,1,0,0,0,0
SKMtex,1,0,0,0,0
SLNTtex,1,0,0,0,0
SLNTtpp,1,0,0,0,0
SO2tex,1,0,0,0,0
SO2tpp,1,0,0,0,0
SO3tex,1,0,0,0,0
SO4t2pp,1,1,0,1,0
SO4tex,1,1,1,1,1
SOTA,0,0,0,1,0
SPMDAT1,0,0,0,0,0
SPMDAT2,0,0,0,0,0
SPMDabcpp,1,1,1,0,0
SPMDt3pp,0,1,1,1,0
SPMDtex,1,1,1,1,1
SPMS,1,1,1,1,0
SPODM,1,0,0,0,0
SPODMpp,0,0,0,0,0
SSALx,0,0,0,0,0
SSALy,1,1,1,1,0
SUCASPtpp,1,0,0,0,0
SUCBZL,1,0,0,0,0
